host_since,host_location,host_is_superhost,host_identity_verified,host_has_profile_pic,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,number_of_reviews,last_review,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,instant_bookable,bathroom_type,has_license,has_terrace,has_wifi,pet_allowed,has_AC,has_kitchen
4023,spain,False,True,True,gracia,41.41601509689112,2.142885358799416,private_room,1,1.0,1.0,1.0,21.0,31.0,90.0,True,17,23,1,185.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,False,0,False,True,True,False,True,True
3282,spain,False,True,True,ciutat_vella,41.3826672,2.186248,entire_home_apt,6,2.0,3.0,5.0,200.0,32.0,365.0,True,29,46,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,False,True,True
2031,spain,True,True,True,eixample,41.37598342453764,2.152473117339204,private_room,2,1.0,1.0,1.0,100.0,3.0,4.0,True,7,17,5,64.0,5.0,5.0,5.0,5.0,5.0,4.8,2.42,False,1,True,False,True,False,True,True
2981,spain,True,True,True,eixample,41.381902,2.1455143,entire_home_apt,4,2.0,2.0,2.0,64.0,31.0,1125.0,True,0,0,1,381.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,True,1,False,True,True,True,True,True
4128,no_info,True,True,True,ciutat_vella,41.381596948464015,2.1885377556626,entire_home_apt,4,1.0,2.0,3.0,100.0,32.0,90.0,True,0,0,5,93.0,4.8,4.4,4.8,5.0,4.0,4.6,0.39,False,1,False,True,True,True,True,True
528,no_info,False,True,True,eixample,41.3792114,2.1517966,entire_home_apt,4,2.0,2.0,2.0,168.0,32.0,330.0,True,13,20,1,157.0,5.0,5.0,5.0,4.0,5.0,4.0,0.28,True,1,False,True,True,True,True,True
2669,spain,False,True,True,eixample,41.40830760000001,2.1720423,entire_home_apt,6,2.0,3.0,6.0,11999.0,1.0,365.0,True,0,0,16,215.0,4.13,4.25,4.56,4.75,4.69,3.94,1.18,True,1,True,True,True,True,True,True
3446,other,False,True,True,ciutat_vella,41.37737526223975,2.165770914557059,private_room,1,1.0,1.0,1.0,26.0,31.0,1125.0,True,25,55,3,168.0,4.33,4.0,4.33,5.0,4.33,4.67,0.23,False,0,False,False,True,False,True,True
2669,spain,False,True,True,les_corts,41.3844891771833,2.130596193574308,private_room,1,2.0,3.0,0.0,40.0,31.0,365.0,True,30,60,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,True,True
528,no_info,False,True,True,ciutat_vella,41.3774373,2.1676573,entire_home_apt,2,1.0,1.0,1.0,43.0,32.0,365.0,True,0,3,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,False,False,True,False,True,True
2669,spain,False,True,True,eixample,41.4047,2.17683,entire_home_apt,7,2.0,3.0,6.0,11999.0,1.0,365.0,True,0,0,19,215.0,4.58,4.53,4.79,4.95,4.89,4.37,1.41,True,1,True,True,True,True,True,True
973,spain,False,True,True,sarria_sant_gervasi,41.401748661114524,2.13681269262435,entire_home_apt,4,1.0,2.0,3.0,239.0,1.0,365.0,True,10,23,3,100.0,4.0,4.33,3.67,4.33,4.0,3.33,0.23,True,1,True,True,True,False,True,True
3224,spain,True,False,True,sant_marti,41.41031380502186,2.1924192373113094,private_room,2,1.0,1.0,1.0,50.0,31.0,40.0,True,12,42,8,389.0,5.0,5.0,5.0,5.0,5.0,5.0,0.55,False,0,True,True,True,False,True,True
973,spain,False,True,True,sarria_sant_gervasi,41.40043288703016,2.136978857480011,entire_home_apt,4,1.5,2.0,3.0,223.0,1.0,365.0,True,26,56,3,143.0,3.33,3.0,4.33,4.0,4.33,2.0,0.23,True,1,True,True,True,False,True,True
4449,spain,False,True,True,sants_montjuic,41.37136,2.14469,entire_home_apt,2,1.0,1.0,0.0,106.0,1.0,365.0,False,6,10,44,55.0,4.18,4.14,4.5,4.66,4.57,3.86,2.91,True,1,True,True,True,False,True,True
916,spain,False,True,True,horta_guinardo,41.42689010473511,2.16710751387451,private_room,2,1.0,1.0,2.0,59.0,3.0,365.0,True,11,25,9,126.0,4.78,4.56,4.67,4.78,4.67,4.67,0.66,True,0,True,False,True,True,True,True
3949,spain,True,True,True,sants_montjuic,41.373660993085096,2.1559692091832465,entire_home_apt,4,1.0,2.0,2.0,64.0,1.0,1125.0,True,6,31,27,55.0,4.44,4.56,4.81,4.74,4.52,4.07,2.35,True,1,True,True,True,False,True,True
526,spain,False,True,True,ciutat_vella,41.38243,2.18343,private_room,2,1.0,1.0,0.0,80.0,2.0,25.0,True,24,54,20,67.0,4.25,3.9,4.45,4.75,4.7,3.95,1.75,True,0,True,True,True,False,True,True
745,no_info,False,True,True,sants_montjuic,41.37381753476264,2.136543345302015,private_room,2,1.0,1.0,0.0,95.0,3.0,365.0,True,3,8,33,60.0,4.88,4.76,4.97,4.91,4.58,4.67,2.44,False,1,True,False,True,False,True,True
4395,spain,False,True,True,sants_montjuic,41.37326904072712,2.1733929022271035,entire_home_apt,2,1.0,1.0,1.0,47.0,31.0,365.0,True,0,0,5,66.0,5.0,4.8,5.0,5.0,5.0,4.6,0.51,False,1,False,False,True,True,True,True
973,spain,False,True,True,sarria_sant_gervasi,41.40196,2.13887,entire_home_apt,4,1.5,2.0,3.0,223.0,1.0,365.0,True,23,53,8,85.0,4.13,4.63,3.88,3.5,4.75,3.5,0.61,True,1,True,True,True,False,True,True
3899,spain,False,True,True,sant_marti,41.407113283970254,2.2032861795319896,entire_home_apt,5,2.0,2.0,3.0,70.0,1.0,1125.0,True,12,33,40,60.0,4.38,4.3,4.23,4.48,4.55,4.28,2.62,True,1,True,True,True,False,True,True
3372,spain,False,True,True,sarria_sant_gervasi,41.394637090926835,2.1496811805630034,entire_home_apt,7,3.0,4.0,6.0,487.0,1.0,1125.0,True,6,22,34,56.0,4.44,4.88,4.64,4.55,4.58,4.42,2.25,True,1,True,True,True,False,True,True
3949,spain,True,True,True,sants_montjuic,41.37429880347729,2.141295308482341,entire_home_apt,4,2.0,2.0,2.0,69.0,1.0,1125.0,True,4,18,41,59.0,4.56,4.68,4.83,4.85,4.8,4.24,3.09,True,1,True,True,True,False,True,True
917,no_info,True,True,False,ciutat_vella,41.37831107257953,2.1891342902147555,entire_home_apt,2,1.5,1.0,1.0,150.0,1.0,365.0,True,4,17,76,64.0,4.84,4.83,4.89,4.92,4.93,4.8,5.17,False,1,True,False,True,True,True,True
636,no_info,False,True,True,ciutat_vella,41.3798077,2.1705412,entire_home_apt,4,1.0,1.0,4.0,120.0,1.0,365.0,True,3,11,7,69.0,3.71,4.0,4.29,4.71,3.14,3.71,3.5,False,1,True,False,True,True,False,True
1047,no_info,False,True,True,sant_andreu,41.45326762182406,2.1904580829129787,private_room,2,1.0,1.0,1.0,30.0,2.0,365.0,True,2,2,51,67.0,4.55,4.58,4.4,4.6,4.28,4.5,3.38,True,0,True,True,True,False,False,True
523,no_info,True,True,True,gracia,41.39968436557253,2.161890659239685,private_room,1,1.0,1.0,1.0,66.0,1.0,15.0,True,4,16,103,71.0,4.89,4.92,4.85,4.87,4.99,4.87,7.12,False,0,True,False,True,True,True,True
3949,spain,True,True,True,sants_montjuic,41.37396267094887,2.1408857167342368,entire_home_apt,4,2.0,2.0,2.0,69.0,1.0,1125.0,True,4,29,32,54.0,4.44,4.47,4.78,4.81,4.56,4.34,2.41,True,1,True,True,True,False,True,True
2259,no_info,True,True,True,ciutat_vella,41.38499024907589,2.1818508696005936,entire_home_apt,4,1.0,1.0,2.0,203.0,5.0,365.0,True,7,23,16,128.0,4.88,4.75,4.88,5.0,4.88,4.81,1.05,False,1,True,False,True,False,True,True
3949,spain,True,True,True,sants_montjuic,41.374306134063495,2.1428491307531004,entire_home_apt,4,1.0,2.0,2.0,69.0,1.0,1125.0,True,6,25,38,57.0,4.71,4.81,4.81,4.78,4.76,4.49,2.92,False,1,True,False,True,False,True,True
973,spain,False,True,True,sarria_sant_gervasi,41.40173,2.13722,entire_home_apt,4,1.0,2.0,3.0,223.0,1.0,365.0,True,14,44,4,404.0,3.75,3.75,4.5,4.5,4.5,4.0,0.28,True,1,True,False,True,False,True,True
1160,no_info,False,True,True,ciutat_vella,41.3811044,2.1773081,private_room,2,1.0,1.0,2.0,267.0,1.0,365.0,True,6,32,13,277.0,4.08,4.69,4.0,3.77,4.62,3.62,0.84,True,1,True,True,True,True,True,False
2119,spain,False,True,True,sant_marti,41.390592018465,2.1886807338675434,private_room,2,2.0,1.0,0.0,106.0,4.0,365.0,True,7,22,41,57.0,4.24,4.29,4.63,4.63,4.76,4.02,2.89,True,0,True,False,True,False,True,True
973,spain,False,True,True,gracia,41.40453,2.15986,entire_home_apt,6,1.0,1.0,3.0,389.0,1.0,365.0,True,18,42,1,128.0,1.0,1.0,2.0,2.0,4.0,1.0,0.38,True,1,True,True,True,False,True,True
1474,no_info,False,True,True,ciutat_vella,41.375933326891584,2.1718934646015713,entire_home_apt,2,1.0,1.0,1.0,57.0,33.0,360.0,True,0,0,2,302.0,2.5,4.0,2.0,1.5,2.0,2.0,0.17,False,1,False,False,True,False,True,True
518,spain,False,True,True,sants_montjuic,41.38295840258083,2.140091155657041,private_room,2,1.0,1.0,0.0,65.0,1.0,1125.0,True,23,52,40,70.0,4.5,4.63,4.64,4.73,4.77,4.33,4.63,False,0,True,False,True,False,True,False
888,spain,False,True,True,sant_marti,41.4035,2.21177,entire_home_apt,3,1.0,2.0,2.0,109.0,32.0,1125.0,True,0,0,2,124.0,4.5,5.0,5.0,5.0,5.0,4.0,0.16,False,1,False,False,True,True,True,True
888,spain,False,True,True,eixample,41.4037667,2.1800265,entire_home_apt,2,1.0,1.0,1.0,110.0,32.0,1125.0,True,2,15,2,62.0,5.0,5.0,5.0,5.0,5.0,4.5,1.28,True,1,False,False,True,True,True,True
3287,spain,True,True,True,eixample,41.3950018,2.180698,entire_home_apt,4,2.0,4.0,4.0,110.0,32.0,365.0,True,0,25,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,False,True,False,True,True
973,spain,False,True,True,eixample,41.3929896,2.1806231,entire_home_apt,2,1.0,1.0,1.0,198.0,1.0,365.0,True,19,45,3,97.0,2.67,2.67,2.33,3.67,4.33,2.33,0.2,True,1,True,True,True,False,True,True
888,spain,False,True,True,eixample,41.3911857,2.1655243,entire_home_apt,4,2.0,2.0,2.0,191.0,32.0,1125.0,True,15,45,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,True,True,True
1543,spain,False,True,True,eixample,41.377405292965314,2.1578613089934673,entire_home_apt,4,2.0,2.0,2.0,145.0,31.0,330.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,True,True,True
5001,spain,False,True,True,eixample,41.39422717094171,2.1550718815078365,entire_home_apt,6,2.0,3.0,5.0,254.0,5.0,365.0,True,6,27,23,59.0,4.61,4.52,4.87,4.78,4.91,4.39,1.54,True,1,True,False,True,False,True,True
522,no_info,True,True,True,eixample,41.4057656,2.1786398,entire_home_apt,4,1.5,2.0,0.0,200.0,3.0,30.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,False,True,True
4472,spain,False,True,True,ciutat_vella,41.3827928,2.1787737,entire_home_apt,2,1.0,1.0,1.0,100.0,32.0,365.0,True,29,59,3,218.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,True,1,False,False,True,True,True,True
522,no_info,True,True,True,eixample,41.4057656,2.1786398,private_room,2,1.5,1.0,1.0,110.0,3.0,30.0,True,4,4,67,59.0,5.0,4.94,4.99,5.0,4.99,4.93,4.57,False,0,True,False,True,True,True,True
518,no_info,False,True,False,sants_montjuic,41.37447645826949,2.1677311672722412,entire_home_apt,4,1.0,2.0,3.0,161.0,3.0,365.0,True,8,20,47,77.0,4.11,4.17,4.49,4.43,4.45,3.87,3.33,True,1,True,True,True,False,True,True
690,no_info,False,True,True,ciutat_vella,41.37816341802361,2.1735176468738,private_room,2,1.0,1.0,0.0,96.0,4.0,365.0,True,24,48,27,61.0,4.59,4.44,4.67,4.78,4.33,4.22,1.95,True,0,True,False,True,False,True,False
4416,spain,False,True,True,ciutat_vella,41.3827928,2.1787737,entire_home_apt,2,1.0,1.0,1.0,100.0,32.0,365.0,True,30,60,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,False,False,True,True,True,True
4185,spain,False,True,True,sants_montjuic,41.37222939999999,2.1358368,private_room,2,1.0,1.0,1.0,94.0,3.0,365.0,True,7,11,49,59.0,4.69,4.63,4.76,4.8,4.69,4.57,3.54,False,1,True,False,True,False,True,True
2346,other,False,True,True,eixample,41.38730965951907,2.1546859629135873,private_room,2,1.0,1.0,1.0,110.0,1.0,365.0,True,16,44,86,57.0,4.58,4.19,4.73,4.73,4.84,4.28,5.63,True,0,True,True,True,True,True,True
2346,other,False,True,True,eixample,41.385220931932686,2.154431878945236,private_room,2,1.0,1.0,1.0,109.0,1.0,365.0,True,15,40,89,57.0,4.47,4.0,4.71,4.7,4.87,4.36,5.93,True,0,True,True,True,True,True,True
2346,other,False,True,True,eixample,41.386832844724495,2.1562560863603992,private_room,2,1.0,1.0,1.0,99.0,1.0,365.0,True,13,43,41,64.0,4.24,4.13,4.75,4.73,4.9,4.28,2.69,True,0,True,True,True,True,True,True
517,spain,True,True,True,horta_guinardo,41.42407,2.15129,private_room,1,1.0,0.0,0.0,84.0,2.0,1125.0,True,0,0,6,177.0,5.0,4.67,5.0,5.0,5.0,4.67,0.44,False,0,True,True,True,False,True,True
2007,other,False,True,True,sants_montjuic,41.373,2.13895,private_room,2,1.0,1.0,0.0,26.0,31.0,360.0,True,0,0,16,266.0,4.56,4.63,4.44,4.69,4.63,4.5,1.27,False,0,True,False,True,False,True,False
2036,spain,False,True,True,sants_montjuic,41.38381278615513,2.141880193562044,entire_home_apt,6,2.0,4.0,4.0,150.0,32.0,365.0,True,30,60,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,True,1,True,False,True,False,True,True
3986,spain,False,True,True,sant_marti,41.41162669130568,2.1834112202377343,entire_home_apt,4,1.0,3.0,4.0,100.0,31.0,1125.0,True,9,39,2,181.0,5.0,5.0,5.0,5.0,5.0,5.0,0.29,False,1,True,True,True,True,True,True
3372,spain,False,True,True,eixample,41.388196398741314,2.162081233995425,entire_home_apt,7,3.0,5.0,7.0,197.0,32.0,365.0,True,28,58,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,False,True
1148,no_info,False,True,True,ciutat_vella,41.379715420827814,2.1650132665650825,entire_home_apt,2,1.0,0.0,1.0,44.0,32.0,365.0,True,0,15,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,True,True
3372,spain,False,True,True,eixample,41.39021277472529,2.1635460592429627,entire_home_apt,6,3.0,6.0,6.0,212.0,32.0,365.0,True,28,58,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,False,True
548,spain,False,True,True,eixample,41.377277270112785,2.1552820065821763,entire_home_apt,7,2.0,4.0,4.0,298.0,32.0,365.0,True,0,5,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,True,True,False,True,True
3372,spain,False,True,True,ciutat_vella,41.37785,2.17856,entire_home_apt,5,2.0,4.0,5.0,142.0,60.0,365.0,True,20,20,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,False,True,True
2930,spain,False,True,True,sants_montjuic,41.373563010834296,2.164417727766716,entire_home_apt,4,2.0,2.0,3.0,61.0,32.0,365.0,True,0,0,1,403.0,5.0,5.0,5.0,4.0,5.0,4.0,0.08,False,1,False,False,True,False,True,True
548,spain,False,True,True,les_corts,41.37719808227898,2.122930988441011,entire_home_apt,6,2.0,4.0,4.0,135.0,32.0,365.0,True,30,60,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,True,True,False
4344,spain,False,True,True,ciutat_vella,41.3822652,2.1731076,private_room,3,1.5,1.0,2.0,129.0,3.0,365.0,True,10,34,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,True,True,True,True,True
3372,spain,False,True,True,ciutat_vella,41.37987217250078,2.179933982523353,private_room,1,1.0,1.0,2.0,38.0,32.0,365.0,True,30,60,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,0,False,False,True,False,True,True
698,spain,False,True,True,ciutat_vella,41.382910848935595,2.1777979977832422,private_room,4,1.0,1.0,3.0,169.0,32.0,365.0,True,4,19,67,68.0,4.67,4.76,4.72,4.66,4.94,4.66,4.32,True,1,True,False,True,False,True,True
3281,no_info,True,True,True,eixample,41.41031881384497,2.1742473619018554,entire_home_apt,3,2.0,2.0,3.0,50.0,31.0,45.0,True,2,25,5,79.0,5.0,4.8,5.0,5.0,5.0,4.8,0.42,False,1,True,False,True,False,True,True
698,spain,False,True,True,ciutat_vella,41.3801,2.18014,private_room,2,2.5,1.0,0.0,97.0,32.0,365.0,True,2,22,59,69.0,4.51,4.66,4.54,4.51,4.92,4.51,4.04,True,0,True,False,True,False,True,True
745,no_info,False,True,True,sants_montjuic,41.37309189711608,2.1351823621739596,private_room,2,1.0,1.0,1.0,94.0,3.0,365.0,True,9,27,21,71.0,4.86,4.81,4.9,5.0,4.52,4.67,1.59,False,1,True,False,True,False,True,True
4344,spain,False,True,True,ciutat_vella,41.3803088,2.1755161,private_room,4,1.0,1.0,2.0,129.0,5.0,365.0,True,11,18,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,True,True,True
3388,spain,False,True,True,eixample,41.37993927913074,2.1534566698374875,entire_home_apt,8,2.0,4.0,6.0,497.0,1.0,365.0,True,3,7,27,72.0,4.44,4.41,4.7,4.67,4.78,4.41,1.78,True,1,True,False,True,False,True,True
745,no_info,False,True,True,sants_montjuic,41.37140729134185,2.136861674987744,private_room,2,1.0,1.0,1.0,96.0,3.0,365.0,True,24,51,34,59.0,4.53,4.59,4.76,4.79,4.59,4.09,2.49,False,1,True,False,True,False,True,True
3609,spain,True,True,True,eixample,41.38879662646598,2.152240211751946,entire_home_apt,4,1.0,1.0,2.0,120.0,31.0,365.0,True,2,3,4,187.0,5.0,4.75,5.0,4.75,5.0,5.0,0.31,True,1,True,True,True,False,True,True
516,spain,False,True,True,sants_montjuic,41.37389,2.16409,private_room,2,1.0,1.0,0.0,99.0,2.0,10.0,True,18,48,78,68.0,4.56,4.71,4.86,4.85,4.62,4.37,5.64,True,0,True,False,True,False,True,True
3738,spain,False,True,True,sants_montjuic,41.37409382311756,2.1345848225134056,private_room,2,1.0,1.0,0.0,33.0,12.0,1125.0,True,0,1,11,260.0,5.0,4.82,4.91,4.82,5.0,4.73,0.98,False,0,True,True,True,False,False,True
2020,no_info,False,True,True,sants_montjuic,41.371805761933224,2.145510937447766,entire_home_apt,7,2.0,4.0,7.0,349.0,1.0,365.0,True,2,3,25,81.0,4.88,4.72,4.6,4.76,4.96,4.88,1.81,True,1,True,False,True,False,True,True
2259,spain,True,True,True,eixample,41.40638,2.16944,private_room,2,1.0,1.0,1.0,82.0,3.0,1125.0,True,9,39,44,62.0,4.75,4.93,4.86,4.91,4.79,4.68,3.0,True,0,True,False,True,False,True,True
939,spain,False,True,True,sarria_sant_gervasi,41.39435561022297,2.1447992316505555,entire_home_apt,2,1.0,1.0,2.0,236.0,1.0,365.0,True,12,25,7,99.0,4.0,3.57,4.29,4.43,5.0,3.57,0.5,True,1,True,True,True,False,True,True
3336,no_info,False,True,True,gracia,41.41033841872455,2.152598499489575,private_room,1,1.0,1.0,1.0,22.0,31.0,35.0,True,0,30,1,381.0,5.0,4.0,5.0,5.0,4.0,5.0,0.09,False,1,True,False,True,False,True,True
3440,spain,True,True,True,sants_montjuic,41.3820285,2.1378266,private_room,2,1.0,1.0,1.0,120.0,32.0,1125.0,True,8,21,1,359.0,5.0,5.0,4.0,5.0,4.0,4.0,0.1,False,1,True,True,True,False,True,True
636,no_info,False,True,True,gracia,41.4031287,2.1538619,private_room,1,1.0,1.0,0.0,55.0,1.0,365.0,True,14,38,45,71.0,4.53,4.51,4.87,4.87,4.91,4.44,3.01,True,0,True,True,True,False,False,True
939,spain,False,True,True,sarria_sant_gervasi,41.39657315287316,2.1442763490299734,entire_home_apt,3,1.0,1.0,2.0,171.0,1.0,365.0,True,27,49,7,114.0,3.43,3.71,3.71,3.43,4.29,3.0,0.66,True,1,True,True,True,False,True,True
1213,no_info,False,True,False,eixample,41.388376,2.1569333,private_room,1,1.0,1.0,1.0,57.0,1.0,365.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,0,True,True,True,False,False,True
939,spain,False,True,True,sarria_sant_gervasi,41.39647697630563,2.1456381622623515,entire_home_apt,3,1.0,1.0,2.0,171.0,1.0,365.0,True,22,52,3,386.0,3.33,3.67,4.67,4.0,4.33,3.33,0.23,True,1,True,True,True,False,True,True
939,spain,False,True,True,sarria_sant_gervasi,41.40076070760402,2.1387275662926752,entire_home_apt,4,1.0,2.0,3.0,232.0,1.0,365.0,True,22,49,3,258.0,4.67,4.67,5.0,5.0,4.67,3.33,0.22,True,1,True,True,True,False,True,True
1721,no_info,False,True,True,eixample,41.396284,2.1639925,shared_room,1,1.0,1.0,10.0,57.0,1.0,7.0,True,14,42,10,182.0,4.0,4.1,4.7,4.6,4.7,4.3,0.72,True,0,True,False,True,False,True,True
552,no_info,False,True,False,eixample,41.40009257347618,2.177076950120602,entire_home_apt,2,1.0,1.0,1.0,61.0,32.0,330.0,True,0,0,2,232.0,5.0,4.5,5.0,5.0,5.0,4.0,0.22,False,1,False,True,True,True,True,True
1543,spain,False,True,True,eixample,41.39450190723494,2.17229531060642,entire_home_apt,4,2.0,2.0,4.0,189.0,31.0,330.0,True,0,0,1,128.0,5.0,5.0,5.0,4.0,5.0,5.0,0.38,True,1,False,False,True,True,True,True
3949,spain,True,True,True,sant_marti,41.39431362915081,2.200561455832727,entire_home_apt,5,2.0,2.0,2.0,75.0,1.0,1125.0,True,1,10,33,68.0,4.79,4.79,4.82,4.79,4.67,4.42,2.31,True,1,True,True,True,False,True,True
1866,spain,False,True,True,sant_andreu,41.424109452935944,2.183999213596025,private_room,2,2.0,1.0,1.0,60.0,2.0,365.0,True,1,2,71,61.0,4.72,4.82,4.86,4.94,4.77,4.58,4.92,False,0,True,False,True,False,True,False
518,spain,False,True,True,ciutat_vella,41.3802407,2.1800365,private_room,1,4.0,10.0,10.0,57.0,31.0,1125.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,0,False,False,True,False,False,True
2441,spain,False,True,True,eixample,41.3963602,2.1761309,entire_home_apt,4,1.0,2.0,3.0,277.0,1.0,365.0,True,10,37,45,63.0,4.69,4.6,4.82,4.58,4.87,4.4,3.87,True,1,True,False,True,True,True,True
1699,spain,False,True,True,eixample,41.39672059999999,2.1737679,entire_home_apt,3,1.0,2.0,0.0,68.0,60.0,365.0,True,14,44,1,295.0,5.0,3.0,5.0,5.0,5.0,3.0,0.12,False,1,False,True,True,False,False,True
939,spain,False,True,True,sarria_sant_gervasi,41.40230855547927,2.13792449055796,entire_home_apt,4,1.5,2.0,3.0,214.0,1.0,365.0,True,23,53,3,386.0,3.0,4.33,4.33,4.33,4.0,3.33,0.22,True,1,True,True,True,False,True,True
3809,other,False,True,True,sant_marti,41.42966622490486,2.200640940226584,entire_home_apt,4,1.0,1.0,2.0,150.0,32.0,65.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,True,False,True,True,True,True
3388,spain,False,True,True,eixample,41.37901427193543,2.1466090714818,entire_home_apt,5,1.0,2.0,3.0,337.0,1.0,365.0,True,12,23,27,71.0,4.63,4.78,4.67,4.67,4.59,4.41,1.76,True,1,True,False,True,False,True,True
2859,spain,False,True,True,sarria_sant_gervasi,41.4000515,2.1513554,private_room,2,1.0,1.0,1.0,262.0,1.0,7.0,True,28,58,23,66.0,4.91,5.0,4.95,4.95,4.86,4.55,1.59,True,1,True,False,True,False,True,False
3388,spain,False,True,True,eixample,41.38951132422844,2.1611388362037633,entire_home_apt,6,2.0,3.0,3.0,461.0,1.0,365.0,True,7,27,40,68.0,4.75,4.7,4.73,4.78,4.78,4.53,2.65,True,1,True,True,True,False,True,True
3388,spain,False,True,True,eixample,41.37917140320508,2.147470135798347,entire_home_apt,5,1.0,2.0,3.0,348.0,1.0,365.0,True,7,25,18,73.0,4.72,4.89,4.89,4.61,4.83,4.67,1.17,True,1,True,True,True,False,True,True
2466,spain,False,True,True,sants_montjuic,41.38103647823892,2.136369502110278,private_room,1,1.0,1.0,0.0,57.0,7.0,120.0,True,17,41,5,66.0,4.6,5.0,5.0,5.0,4.8,4.2,0.36,False,0,True,True,True,False,True,True
3388,spain,False,True,True,eixample,41.38059423135004,2.147710653482718,entire_home_apt,5,1.0,2.0,3.0,297.0,1.0,365.0,True,3,20,19,82.0,4.74,4.89,4.89,4.89,4.79,4.47,1.29,True,1,True,False,True,False,True,True
3388,spain,False,True,True,eixample,41.380629202258014,2.147989281006069,entire_home_apt,5,1.0,2.0,3.0,335.0,1.0,365.0,True,26,56,15,173.0,4.47,4.67,4.47,4.33,4.6,4.33,0.99,True,1,True,True,True,False,True,True
3388,spain,False,True,True,eixample,41.37893446141941,2.146101905169488,entire_home_apt,5,1.0,2.0,3.0,280.0,1.0,365.0,True,3,8,63,67.0,4.6,4.71,4.67,4.75,4.75,4.35,4.1,True,1,True,True,True,False,True,True
1543,spain,False,True,True,eixample,41.39006855406111,2.170356099125928,entire_home_apt,5,2.0,3.0,4.0,164.0,31.0,330.0,True,0,0,0,193.1162398921833,4.5917318059299195,4.618333052134301,4.719024,4.7228595529312525,4.752015353467184,4.4543930830873055,1.7136901954177899,False,1,False,False,True,True,True,True
939,spain,False,True,True,sarria_sant_gervasi,41.40225461805061,2.138422295612864,entire_home_apt,4,1.0,2.0,3.0,214.0,1.0,365.0,True,14,44,3,114.0,3.33,3.67,3.67,3.67,3.0,3.0,0.21,True,1,True,False,True,False,True,True
