host_since,host_location,host_is_superhost,host_identity_verified,host_has_profile_pic,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,number_of_reviews,last_review,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,instant_bookable,bathroom_type,has_license,has_terrace,has_wifi,pet_allowed,has_AC,has_kitchen
4136,spain,False,True,True,ciutat_vella,41.38688,2.17508,entire_home_apt,2,1.5,1.0,1.0,43.0,32.0,1125.0,True,0,0,27,205.0,4.63,4.74,5.0,4.93,4.96,4.48,0.27,False,1,True,False,True,True,True,True
3064,spain,False,True,True,eixample,41.38651,2.16576,entire_home_apt,7,2.0,0.0,5.0,504.0,3.0,1124.0,True,11,25,19,91.0,4.58,4.63,4.89,4.68,4.84,4.32,0.19,True,1,True,False,True,False,True,True
3310,spain,False,True,True,sant_marti,41.40664,2.2004,entire_home_apt,4,1.0,1.0,2.0,150.0,3.0,1125.0,True,0,0,84,1697.0,4.87,4.96,4.89,4.95,4.65,4.7,0.85,False,1,True,True,True,False,True,True
3945,spain,False,True,True,sants_montjuic,41.37342,2.16441,entire_home_apt,2,1.0,2.0,2.0,200.0,1.0,1125.0,True,3,4,33,91.0,4.15,4.42,4.27,4.36,4.36,4.12,0.33,True,1,True,True,True,False,True,True
3091,spain,True,True,True,eixample,41.38896,2.14684,entire_home_apt,4,1.0,1.0,1.0,80.0,32.0,1125.0,True,0,0,39,97.0,4.95,4.92,4.92,5.0,4.82,4.92,0.44,False,1,True,True,True,False,True,True
3910,spain,True,True,True,ciutat_vella,41.38919,2.17669,entire_home_apt,2,1.0,0.0,1.0,45.0,32.0,330.0,True,0,5,8,69.0,4.75,4.88,5.0,4.88,4.88,4.38,0.14,False,1,True,True,True,False,True,True
473,spain,True,True,True,gracia,41.40142,2.16076,entire_home_apt,4,1.0,1.0,1.0,257.0,2.0,180.0,True,21,51,235,67.0,4.66,4.74,4.79,4.85,4.91,4.48,2.35,False,1,True,True,True,False,True,True
3724,spain,False,True,True,nou_barris,41.43057,2.18071,private_room,2,1.0,1.0,1.0,39.0,32.0,40.0,True,28,58,11,2199.0,4.91,4.91,4.91,4.91,4.45,4.73,0.11,False,0,False,False,True,False,True,True
3773,no_info,True,True,True,eixample,41.392338,2.164229,entire_home_apt,6,2.0,3.0,5.0,572.0,2.0,30.0,True,7,22,26,54.0,4.85,4.88,4.96,4.96,4.96,4.81,0.28,True,1,True,False,True,False,True,True
3106,spain,False,True,True,sants_montjuic,41.35894,2.13858,private_room,1,1.0,1.0,1.0,25.0,31.0,60.0,True,5,5,10,416.0,4.6,4.7,4.4,4.5,4.4,4.5,0.1,True,0,False,False,True,False,True,True
3064,spain,False,True,True,eixample,41.40614,2.17187,entire_home_apt,5,1.0,3.0,4.0,327.0,3.0,1125.0,True,3,3,72,412.0,4.49,4.61,4.75,4.74,4.74,4.47,0.73,True,1,True,True,True,True,True,True
4010,spain,False,True,True,sant_marti,41.40589,2.21523,entire_home_apt,4,2.0,2.0,3.0,398.0,1.0,1125.0,True,8,21,15,262.0,4.67,4.87,4.93,4.86,4.64,4.5,0.17,False,1,True,True,True,True,True,True
3064,spain,False,True,True,eixample,41.40652,2.1705,entire_home_apt,5,2.0,3.0,4.0,332.0,3.0,1125.0,True,0,3,57,330.0,4.65,4.79,4.77,4.77,4.81,4.54,0.67,True,1,True,False,True,True,True,True
3064,spain,False,True,True,eixample,41.39507,2.18039,entire_home_apt,4,1.0,2.0,4.0,303.0,3.0,1124.0,True,11,39,345,53.0,4.58,4.61,4.76,4.72,4.78,4.43,3.5,True,1,True,False,True,False,True,True
3273,no_info,False,True,True,ciutat_vella,41.38536,2.17804,private_room,1,1.5,1.0,1.0,25.0,30.0,1125.0,True,10,24,28,184.0,4.64,4.39,4.93,4.86,5.0,4.75,0.29,False,0,False,True,True,False,True,True
3689,spain,False,True,True,nou_barris,41.42959,2.1767,private_room,4,1.0,1.0,1.0,40.0,32.0,1125.0,True,30,60,73,632.0,4.77,4.84,4.96,4.97,4.74,4.83,0.74,False,0,True,True,True,False,True,True
3682,spain,True,True,True,eixample,41.38256,2.16347,entire_home_apt,5,2.0,2.0,4.0,329.0,5.0,31.0,True,5,35,129,76.0,4.8,4.86,4.82,4.86,4.9,4.64,1.31,False,1,True,True,True,False,True,True
3031,spain,True,True,True,sants_montjuic,41.37417,2.16341,entire_home_apt,4,1.5,1.0,1.0,174.0,3.0,1124.0,True,2,17,362,57.0,4.91,4.95,4.96,4.97,4.91,4.8,3.79,False,1,True,True,True,False,True,True
3049,no_info,True,True,True,eixample,41.38388,2.14284,entire_home_apt,5,2.0,3.0,4.0,175.0,7.0,1125.0,True,3,8,204,79.0,4.73,4.75,4.93,4.96,4.76,4.67,2.06,False,1,True,True,True,False,True,True
4076,no_info,True,True,True,ciutat_vella,41.38358,2.18016,entire_home_apt,4,1.0,3.0,4.0,160.0,3.0,1125.0,True,2,5,62,61.0,4.85,4.95,4.95,4.97,4.97,4.76,0.69,False,1,True,False,True,False,True,True
4076,no_info,True,True,True,ciutat_vella,41.38296,2.1789,entire_home_apt,5,1.0,3.0,3.0,172.0,3.0,1125.0,True,2,4,220,73.0,4.81,4.91,4.9,4.89,4.94,4.67,2.25,False,1,True,False,True,False,True,True
4269,spain,True,True,True,sant_marti,41.39705,2.202,entire_home_apt,4,1.0,2.0,2.0,180.0,6.0,60.0,True,11,37,74,70.0,4.5,4.41,4.81,4.92,4.59,4.29,0.78,False,1,True,False,True,False,True,True
4139,spain,True,True,True,eixample,41.39312,2.15743,private_room,3,1.0,1.0,3.0,297.0,1.0,180.0,True,4,16,15,156.0,4.8,4.8,4.93,4.8,4.87,4.87,0.16,True,1,True,True,True,False,True,False
3366,spain,True,True,True,ciutat_vella,41.38884,2.18063,private_room,2,1.0,1.0,1.0,36.0,32.0,365.0,True,8,8,250,133.0,4.84,4.92,4.97,4.96,4.96,4.77,3.91,True,1,True,True,True,False,True,True
3824,spain,True,True,True,gracia,41.41222740590799,2.142621040668771,private_room,2,1.0,1.0,1.0,55.0,31.0,90.0,True,0,3,194,66.0,4.87,4.96,4.91,4.96,4.83,4.78,1.97,False,1,True,True,True,False,True,True
3448,spain,False,True,True,ciutat_vella,41.38746,2.17428,entire_home_apt,6,2.0,3.0,6.0,466.0,2.0,1124.0,True,13,25,30,140.0,4.63,4.57,4.57,4.7,4.83,4.4,0.36,True,1,True,True,True,False,True,True
3021,spain,True,True,True,eixample,41.40274,2.17808,private_room,1,1.0,1.0,1.0,35.0,31.0,1125.0,True,0,7,157,373.0,4.69,4.66,4.91,4.83,4.83,4.66,1.59,False,0,True,False,True,False,True,True
3106,spain,False,True,True,sants_montjuic,41.35782,2.137,private_room,1,1.0,1.0,1.0,29.0,31.0,120.0,True,0,9,83,96.0,4.63,4.77,4.89,4.94,4.66,4.59,0.83,False,0,False,True,True,False,True,True
3106,spain,False,True,True,sants_montjuic,41.36002,2.13846,private_room,1,1.0,1.0,1.0,26.0,31.0,180.0,True,14,44,70,160.0,4.57,4.73,4.87,4.86,4.55,4.57,0.7,False,0,False,True,True,False,True,True
3021,no_info,True,True,True,eixample,41.3912,2.14922,entire_home_apt,7,3.0,4.0,4.0,786.0,3.0,1124.0,True,5,18,79,173.0,4.71,4.89,4.72,4.71,4.71,4.62,0.82,True,1,True,True,True,False,True,True
3106,spain,False,True,True,sants_montjuic,41.35862,2.13642,private_room,1,1.0,1.0,0.0,27.0,31.0,120.0,True,0,0,68,407.0,4.62,4.68,4.79,4.79,4.54,4.63,0.68,False,0,False,True,True,False,True,True
3478,spain,True,True,True,sant_marti,41.41163247402307,2.1793856352115912,entire_home_apt,2,1.0,1.0,1.0,252.0,3.0,31.0,True,9,22,147,54.0,4.97,4.94,4.95,4.98,4.63,4.89,1.51,False,1,True,True,True,False,True,True
3208,spain,True,True,True,eixample,41.39354,2.17791,entire_home_apt,8,2.5,3.0,4.0,343.0,3.0,1125.0,True,4,6,231,52.0,4.91,4.99,4.99,4.99,4.94,4.86,2.61,True,1,True,True,True,False,True,True
3687,spain,True,True,True,sants_montjuic,41.38144,2.13809,entire_home_apt,4,1.0,1.0,4.0,121.0,2.0,1125.0,True,0,3,348,61.0,4.84,4.83,4.87,4.84,4.73,4.75,3.51,False,1,True,True,True,False,True,True
5186,spain,True,True,True,eixample,41.39542,2.16766,entire_home_apt,8,2.0,3.0,3.0,426.0,1.0,30.0,True,28,58,117,54.0,4.78,4.82,4.93,4.96,4.88,4.7,1.2,True,1,True,True,True,False,True,True
3687,spain,True,True,True,sants_montjuic,41.38162,2.13756,entire_home_apt,4,1.0,1.0,4.0,135.0,2.0,1125.0,True,2,4,369,66.0,4.81,4.78,4.9,4.85,4.78,4.68,3.72,False,1,True,True,True,False,True,True
3017,no_info,True,True,True,eixample,41.3925,2.1494,entire_home_apt,7,3.0,4.0,4.0,786.0,3.0,1125.0,True,5,18,38,61.0,4.87,4.97,4.82,4.87,4.74,4.76,0.59,True,1,True,True,True,False,True,True
3185,spain,False,False,True,eixample,41.37673,2.15781,private_room,1,1.0,1.0,0.0,46.0,1.0,1125.0,True,0,0,93,216.0,4.76,4.76,4.8,4.81,4.92,4.75,0.96,False,0,False,False,True,False,False,False
3609,other,False,True,True,ciutat_vella,41.381458,2.172388,entire_home_apt,3,1.0,2.0,2.0,85.0,31.0,365.0,True,15,15,5,131.0,5.0,5.0,5.0,5.0,5.0,4.8,0.2,False,1,True,True,True,False,True,True
3239,spain,False,True,True,ciutat_vella,41.37932,2.18798,private_room,1,1.0,1.0,1.0,68.0,5.0,730.0,True,3,33,106,54.0,4.75,4.75,4.92,4.87,4.93,4.77,1.07,False,0,False,True,True,False,True,True
3091,spain,True,True,True,eixample,41.39127,2.17303,entire_home_apt,4,1.0,1.0,3.0,342.0,1.0,1125.0,True,9,25,27,68.0,4.85,4.89,4.81,4.85,4.81,4.63,0.46,False,1,True,True,True,False,True,True
4092,spain,True,True,True,eixample,41.39196,2.17377,entire_home_apt,6,2.0,3.0,4.0,490.0,1.0,365.0,True,2,8,226,59.0,4.94,4.92,4.97,4.91,4.95,4.76,2.32,False,1,True,True,True,False,True,True
3118,spain,False,True,True,eixample,41.37899,2.1509,private_room,1,1.0,1.0,0.0,53.0,3.0,1125.0,True,27,56,177,631.0,4.46,4.68,4.71,4.68,4.76,4.41,1.81,True,0,True,False,True,True,True,True
3710,other,True,True,True,ciutat_vella,41.38349,2.17941,private_room,2,1.0,1.0,1.0,160.0,60.0,1125.0,True,30,60,9,420.0,5.0,5.0,5.0,5.0,5.0,4.78,0.09,False,1,True,True,True,False,True,True
3274,spain,False,True,True,eixample,41.38775,2.16499,shared_room,4,4.0,1.0,4.0,138.0,1.0,1125.0,True,30,58,13,99.0,4.38,4.62,4.92,4.92,4.77,4.23,0.57,True,0,True,True,True,False,True,True
3015,spain,True,True,True,eixample,41.39799,2.16974,entire_home_apt,6,1.0,1.0,4.0,171.0,2.0,1125.0,True,2,2,293,69.0,4.81,4.76,4.88,4.87,4.9,4.74,3.04,False,1,True,False,True,False,True,True
3274,spain,False,True,True,ciutat_vella,41.38556,2.16686,shared_room,5,4.0,1.0,5.0,173.0,1.0,1125.0,True,30,58,36,70.0,4.56,4.53,4.72,4.78,4.72,4.39,0.66,True,0,True,True,True,False,True,True
3274,spain,False,True,True,eixample,41.38714,2.16505,shared_room,6,4.0,1.0,6.0,207.0,1.0,1125.0,True,30,58,52,66.0,4.29,4.55,4.69,4.61,4.82,4.33,0.95,True,0,True,True,True,False,True,True
3274,spain,False,True,True,eixample,41.38607,2.16742,shared_room,8,3.0,1.0,8.0,237.0,1.0,1125.0,True,30,58,115,66.0,4.59,4.57,4.8,4.8,4.91,4.47,4.4,True,0,True,True,True,False,True,True
3018,spain,True,True,True,ciutat_vella,41.38268,2.17096,entire_home_apt,6,2.0,3.0,5.0,300.0,30.0,1125.0,True,13,14,28,99.0,4.89,4.89,5.0,4.93,4.93,4.89,0.37,False,1,False,True,True,False,True,True
4324,spain,False,True,True,eixample,41.38744,2.17125,entire_home_apt,6,2.0,3.0,4.0,405.0,3.0,8.0,True,8,27,191,55.0,4.78,4.82,4.82,4.79,4.95,4.59,1.94,True,1,True,True,True,False,True,True
4640,no_info,True,True,True,eixample,41.37759,2.15799,entire_home_apt,4,1.0,2.0,3.0,223.0,3.0,1125.0,True,6,9,217,76.0,4.47,4.47,4.61,4.72,4.62,4.41,2.24,False,1,True,True,True,True,True,True
3387,spain,False,True,True,eixample,41.40236,2.17363,private_room,2,1.0,1.0,1.0,54.0,30.0,730.0,True,30,60,58,1815.0,4.33,4.76,4.74,4.31,4.9,4.33,0.59,False,0,False,False,True,False,False,False
3058,spain,False,True,True,eixample,41.39125,2.15791,private_room,1,1.0,1.0,1.0,35.0,30.0,90.0,True,0,16,2,1754.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,False,0,False,True,True,False,True,False
4344,spain,True,True,True,gracia,41.4002799987793,2.158505916595459,entire_home_apt,4,1.0,2.0,4.0,229.0,1.0,365.0,True,5,19,184,78.0,4.75,4.73,4.86,4.95,4.79,4.55,1.89,True,1,True,True,True,True,True,True
4344,spain,True,True,True,gracia,41.4002799987793,2.158505916595459,entire_home_apt,4,1.0,2.0,4.0,197.0,1.0,365.0,True,3,14,163,53.0,4.74,4.75,4.85,4.94,4.85,4.57,1.69,True,1,True,True,True,True,True,True
4010,spain,False,True,True,eixample,41.38856,2.17057,entire_home_apt,8,2.0,4.0,7.0,549.0,1.0,1125.0,True,1,6,52,77.0,4.48,4.58,4.62,4.69,4.96,4.45,0.53,False,1,True,True,True,False,True,True
4344,spain,True,True,True,eixample,41.40473,2.18128,entire_home_apt,6,1.0,3.0,4.0,195.0,1.0,365.0,True,5,11,172,72.0,4.58,4.66,4.88,4.88,4.67,4.5,1.78,True,1,True,True,True,True,True,True
3064,spain,False,True,True,eixample,41.38651,2.16576,entire_home_apt,5,2.0,2.0,4.0,493.0,3.0,1124.0,True,4,17,35,61.0,4.6,4.43,4.8,4.83,4.86,4.51,0.37,True,1,True,True,True,False,True,True
4563,spain,True,True,True,eixample,41.39152908325195,2.17509388923645,entire_home_apt,5,2.0,3.0,3.0,310.0,4.0,1125.0,True,8,15,86,68.0,4.86,4.78,4.96,4.99,4.92,4.68,0.87,False,1,True,True,True,False,True,True
3014,spain,True,True,True,eixample,41.39316,2.14819,entire_home_apt,7,2.0,4.0,4.0,325.0,3.0,1125.0,True,3,7,248,57.0,4.75,4.75,4.9,4.86,4.82,4.82,2.52,False,1,True,True,True,False,True,True
3976,spain,True,True,True,eixample,41.40598,2.17603,entire_home_apt,2,1.0,1.0,1.0,338.0,3.0,30.0,True,12,38,287,76.0,4.91,4.97,4.86,4.93,4.93,4.78,3.06,False,1,True,True,True,False,True,True
3687,spain,True,True,True,sants_montjuic,41.38167,2.13785,entire_home_apt,4,1.0,1.0,4.0,127.0,2.0,1125.0,True,2,5,374,71.0,4.78,4.8,4.91,4.86,4.76,4.71,3.77,False,1,True,True,True,False,True,True
3868,spain,False,True,True,horta_guinardo,41.42135,2.15738,private_room,1,1.0,1.0,1.0,23.0,31.0,62.0,True,0,13,19,750.0,4.58,4.83,4.63,4.83,3.88,4.38,0.19,False,0,True,True,True,True,True,True
3883,spain,False,True,True,ciutat_vella,41.38749,2.18236,entire_home_apt,6,1.0,2.0,4.0,50.0,32.0,1125.0,True,0,0,4,979.0,4.0,4.5,3.75,4.5,4.75,4.5,0.04,False,1,False,True,True,False,True,True
5001,spain,False,True,True,eixample,41.37586,2.16506,entire_home_apt,6,2.0,2.0,3.0,308.0,3.0,1125.0,True,4,12,167,351.0,4.66,4.75,4.77,4.81,4.66,4.55,1.69,True,1,True,False,True,False,True,True
4362,spain,False,True,True,ciutat_vella,41.38599,2.18182,entire_home_apt,6,1.0,2.0,4.0,50.0,32.0,1125.0,True,0,0,3,747.0,4.33,4.0,4.33,4.0,5.0,4.67,0.04,False,1,False,True,True,False,True,True
4362,spain,False,True,True,sants_montjuic,41.3742,2.14789,entire_home_apt,6,1.0,3.0,4.0,44.0,32.0,1125.0,True,0,0,1,2343.0,4.0,3.0,5.0,5.0,5.0,4.0,0.01,False,1,False,False,True,False,True,True
4422,other,False,True,True,eixample,41.3761,2.15879,entire_home_apt,4,2.0,2.0,2.0,100.0,32.0,1125.0,True,2,23,28,174.0,4.36,4.18,4.44,4.56,4.67,4.15,0.29,False,1,False,True,True,False,True,True
4010,spain,False,True,True,eixample,41.37585,2.15741,entire_home_apt,6,2.5,3.0,4.0,437.0,1.0,1125.0,True,12,30,150,78.0,4.77,4.75,4.8,4.8,4.73,4.6,1.55,False,1,True,True,True,False,True,True
3729,spain,True,True,True,gracia,41.40566635131836,2.152585983276367,entire_home_apt,4,1.0,2.0,3.0,130.0,3.0,1125.0,True,2,3,336,55.0,4.87,4.92,4.88,4.92,4.88,4.8,3.41,False,1,True,True,True,False,True,True
4205,spain,False,True,True,ciutat_vella,41.38241,2.16594,entire_home_apt,2,1.0,1.0,1.0,131.0,32.0,330.0,True,0,29,2,2718.0,5.0,5.0,5.0,5.0,4.5,4.5,0.02,False,1,False,True,True,False,True,True
4071,spain,False,True,True,ciutat_vella,41.38532,2.17246,entire_home_apt,4,1.0,1.0,2.0,100.0,32.0,365.0,True,29,59,1,2916.0,5.0,5.0,5.0,5.0,5.0,5.0,0.01,True,1,False,False,True,False,True,True
3682,spain,True,True,True,sants_montjuic,41.37524,2.14255,entire_home_apt,4,2.0,3.0,3.0,312.0,32.0,60.0,True,26,56,2,262.0,5.0,5.0,5.0,5.0,5.0,5.0,0.21,False,1,False,True,True,True,True,True
3031,spain,False,True,True,eixample,41.38066,2.15987,entire_home_apt,6,2.0,3.0,4.0,235.0,2.0,1125.0,True,3,17,247,60.0,4.52,4.56,4.8,4.74,4.69,4.41,2.53,True,1,True,True,True,False,True,True
3031,spain,True,True,True,eixample,41.40774,2.17563,entire_home_apt,4,1.0,2.0,3.0,150.0,1.0,1125.0,True,1,2,397,54.0,4.8,4.86,4.86,4.9,4.9,4.74,4.01,False,1,True,True,True,False,True,True
3237,spain,False,True,True,ciutat_vella,41.3779,2.17278,private_room,2,0.5,1.0,1.0,54.0,50.0,1125.0,True,29,59,132,1628.0,4.85,4.83,4.91,4.94,4.95,4.84,1.33,False,0,True,True,True,False,True,True
3006,spain,True,True,True,eixample,41.39125,2.16541,entire_home_apt,10,3.0,5.0,8.0,1150.0,3.0,30.0,True,12,28,64,63.0,4.91,4.95,4.88,4.91,4.98,4.8,0.66,False,1,True,False,True,False,True,True
3448,spain,False,True,True,ciutat_vella,41.38836669921875,2.1739370822906494,entire_home_apt,6,2.0,3.0,6.0,466.0,2.0,1124.0,True,5,13,141,81.0,4.46,4.5,4.39,4.48,4.86,4.47,1.44,True,1,True,False,True,False,True,True
3100,spain,True,True,True,eixample,41.39092,2.16504,entire_home_apt,8,3.0,4.0,7.0,1114.0,3.0,15.0,True,10,22,92,126.0,4.97,4.98,4.96,4.99,5.0,4.87,0.94,True,1,True,True,True,False,True,True
3028,no_info,False,True,True,ciutat_vella,41.38837,2.17562,entire_home_apt,8,3.0,3.0,4.0,320.0,3.0,1125.0,True,0,0,19,433.0,4.32,4.5,4.72,4.56,4.72,3.94,0.2,False,1,True,False,True,False,True,True
3682,spain,True,True,True,eixample,41.38209,2.16137,entire_home_apt,6,2.0,3.0,5.0,359.0,5.0,31.0,True,6,12,143,78.0,4.86,4.88,4.88,4.9,4.91,4.79,1.49,False,1,True,False,True,False,True,True
3028,no_info,False,True,True,eixample,41.37641,2.15932,entire_home_apt,6,2.0,2.0,3.0,300.0,4.0,1125.0,True,7,20,12,399.0,4.42,4.58,4.75,4.83,4.67,4.25,0.13,True,1,True,False,True,False,True,True
4010,spain,False,True,True,eixample,41.3994,2.17288,entire_home_apt,9,2.5,3.0,7.0,454.0,1.0,1125.0,True,3,8,64,101.0,4.52,4.63,4.68,4.75,4.79,4.52,0.66,False,1,True,True,True,False,True,True
3027,spain,True,True,True,eixample,41.3981,2.16783,entire_home_apt,8,1.5,3.0,5.0,280.0,4.0,90.0,True,1,1,227,68.0,4.95,4.9,4.99,4.99,4.93,4.87,2.33,False,1,True,True,True,True,True,True
4479,spain,True,True,True,ciutat_vella,41.38149,2.18035,entire_home_apt,6,2.0,3.0,0.0,137.0,32.0,1125.0,True,0,1,6,666.0,4.33,4.33,4.83,4.33,4.83,4.5,0.08,False,1,False,False,True,True,True,True
4755,spain,True,True,True,eixample,41.39578,2.16975,entire_home_apt,4,2.0,2.0,2.0,376.0,2.0,60.0,True,8,23,355,53.0,4.94,4.93,4.93,4.95,4.94,4.8,3.61,False,1,True,True,True,False,True,True
4423,spain,True,True,True,sant_marti,41.395978867638874,2.206394381917398,entire_home_apt,4,2.0,2.0,2.0,199.0,3.0,62.0,True,7,8,298,70.0,4.82,4.89,4.89,4.95,4.81,4.75,3.06,False,1,True,True,True,False,True,True
3463,spain,False,True,True,ciutat_vella,41.38805,2.17598,entire_home_apt,2,1.0,1.0,1.0,56.0,32.0,1125.0,True,24,54,16,179.0,4.06,4.13,3.5,4.25,4.81,3.81,0.17,True,1,True,False,True,False,True,True
3000,spain,False,True,True,eixample,41.4018,2.17879,private_room,2,1.0,1.0,0.0,78.0,2.0,31.0,True,3,6,357,54.0,4.73,4.89,4.89,4.87,4.85,4.72,3.66,False,0,False,False,True,False,True,False
5001,spain,False,True,True,eixample,41.38395,2.14692,entire_home_apt,4,1.0,2.0,2.0,212.0,3.0,1125.0,True,5,15,134,74.0,4.37,4.5,4.66,4.7,4.66,4.24,1.37,True,1,True,True,True,False,True,True
3635,spain,True,True,True,ciutat_vella,41.37555,2.17498,entire_home_apt,8,2.0,4.0,4.0,288.0,2.0,1125.0,True,1,4,226,61.0,4.73,4.76,4.87,4.87,4.87,4.71,2.4,False,1,True,True,True,False,True,True
3906,no_info,False,True,True,eixample,41.39012,2.16139,entire_home_apt,7,2.5,4.0,4.0,734.0,4.0,334.0,True,7,27,87,78.0,4.86,4.8,4.85,4.92,4.92,4.71,0.93,False,1,True,True,True,True,True,True
3906,no_info,False,True,True,eixample,41.39332,2.16577,entire_home_apt,6,2.0,3.0,3.0,542.0,4.0,334.0,True,5,35,74,68.0,4.66,4.72,4.78,4.85,4.97,4.55,0.78,False,1,True,True,True,True,True,True
3906,no_info,False,True,True,eixample,41.39499,2.16536,entire_home_apt,4,2.0,2.0,2.0,465.0,4.0,334.0,True,12,24,90,116.0,4.71,4.62,4.7,4.74,4.92,4.53,0.96,False,1,True,True,True,True,True,True
3001,spain,False,True,True,nou_barris,41.42853,2.18179,private_room,2,1.0,1.0,1.0,45.0,31.0,1125.0,True,30,60,115,1099.0,4.77,4.73,4.89,4.91,4.6,4.71,1.17,False,0,True,False,True,False,True,True
4227,spain,True,True,True,sant_marti,41.41126,2.1781,entire_home_apt,6,2.0,3.0,4.0,250.0,3.0,1125.0,True,26,56,322,57.0,4.73,4.8,4.88,4.89,4.65,4.62,3.28,True,1,True,True,True,False,True,True
3275,spain,False,True,True,sarria_sant_gervasi,41.40214,2.14354,entire_home_apt,4,2.0,2.0,3.0,240.0,4.0,330.0,True,7,9,115,70.0,4.39,4.52,4.78,4.84,4.5,4.27,1.19,False,1,True,True,True,False,True,True
5001,spain,False,True,True,eixample,41.39003,2.16519,entire_home_apt,4,1.0,1.0,2.0,295.0,3.0,1125.0,True,7,33,275,64.0,4.51,4.49,4.74,4.78,4.96,4.34,2.87,True,1,True,False,True,False,True,True
4321,spain,False,True,True,ciutat_vella,41.38106,2.18135,entire_home_apt,2,1.0,1.0,1.0,132.0,32.0,365.0,True,29,59,1,413.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,False,1,False,True,True,False,True,True
3158,spain,True,True,True,sant_marti,41.41099,2.17983,private_room,3,1.0,1.0,1.0,102.0,2.0,10.0,True,10,40,174,59.0,4.75,4.82,4.93,4.95,4.7,4.74,1.77,False,0,True,False,True,False,False,True
3906,no_info,False,True,True,eixample,41.39469,2.16381,entire_home_apt,5,2.5,3.0,3.0,582.0,4.0,334.0,True,11,41,71,209.0,4.65,4.68,4.79,4.83,5.0,4.59,0.78,False,1,True,True,True,True,True,True
3995,spain,True,True,True,eixample,41.37664,2.14984,private_room,2,2.0,1.0,0.0,50.0,32.0,120.0,True,10,40,223,222.0,4.89,4.9,4.97,4.97,4.94,4.8,2.28,False,0,True,True,True,False,True,True
3682,spain,True,True,True,eixample,41.38279,2.16134,entire_home_apt,6,2.0,3.0,5.0,329.0,5.0,31.0,True,10,21,80,76.0,4.89,4.91,4.9,4.94,4.94,4.75,0.84,False,1,True,False,True,False,True,True
4084,spain,False,True,True,eixample,41.38908,2.1684,entire_home_apt,5,2.0,3.0,3.0,226.0,3.0,1125.0,True,6,12,69,57.0,4.65,4.46,4.84,4.83,5.0,4.55,0.72,True,1,True,False,True,True,True,True
3240,spain,True,True,True,sants_montjuic,41.37454,2.14267,private_room,1,2.0,1.0,4.0,20.0,31.0,1125.0,True,1,13,8,248.0,4.75,4.63,4.88,4.88,4.63,4.75,0.08,False,1,False,True,False,False,True,True
4012,spain,False,True,True,sant_marti,41.41786,2.20157,private_room,1,1.0,1.0,1.0,76.0,3.0,15.0,True,8,8,32,64.0,4.38,4.56,4.66,4.69,4.66,4.34,0.33,False,0,False,False,True,False,True,False
4347,other,True,True,True,ciutat_vella,41.37938,2.17539,entire_home_apt,6,1.0,2.0,5.0,301.0,3.0,730.0,True,0,3,344,56.0,4.69,4.77,4.83,4.87,4.79,4.61,3.53,False,1,True,True,True,False,True,True
4136,spain,False,True,True,sarria_sant_gervasi,41.39303,2.1302,entire_home_apt,2,0.5,1.0,1.0,138.0,1.0,1125.0,True,4,9,96,56.0,4.45,4.43,4.77,4.78,4.55,4.2,0.99,False,1,True,False,True,True,True,True
2994,spain,False,True,True,eixample,41.38303,2.16196,private_room,2,1.0,1.0,1.0,60.0,32.0,315.0,True,0,21,46,80.0,4.74,4.76,4.91,4.91,4.96,4.7,0.47,False,1,False,True,True,False,True,True
3483,spain,False,True,True,sants_montjuic,41.37368,2.14177,entire_home_apt,4,1.0,1.0,1.0,193.0,1.0,1125.0,True,21,51,460,55.0,4.61,4.42,4.83,4.77,4.67,4.47,4.98,True,1,True,False,True,False,True,True
2990,other,True,True,True,eixample,41.39899,2.17616,entire_home_apt,1,1.0,1.0,1.0,60.0,31.0,365.0,True,0,18,43,109.0,4.77,4.55,4.81,4.86,4.95,4.4,0.45,False,1,False,False,True,False,True,True
3121,spain,False,True,True,ciutat_vella,41.378,2.17568,private_room,2,1.0,1.0,1.0,73.0,32.0,180.0,True,1,2,220,56.0,4.5,4.58,4.68,4.76,4.82,4.49,2.28,True,1,False,True,True,False,True,False
4030,spain,False,True,True,gracia,41.40737,2.16626,entire_home_apt,6,2.0,3.0,4.0,347.0,3.0,1125.0,True,7,10,147,63.0,4.73,4.68,4.86,4.85,4.81,4.65,1.78,False,1,True,True,True,False,True,True
4066,spain,False,True,True,eixample,41.39178,2.17118,private_room,1,2.0,1.0,0.0,60.0,2.0,1125.0,True,7,20,8,395.0,4.75,4.38,4.88,5.0,5.0,4.88,0.19,False,0,False,False,True,True,True,True
3000,spain,False,True,True,sants_montjuic,41.37293,2.16486,entire_home_apt,2,1.0,1.0,1.0,125.0,2.0,1125.0,True,2,7,375,59.0,4.72,4.79,4.91,4.94,4.85,4.62,3.84,False,1,True,True,True,True,True,True
